type_bien,prix,pieces,chambres,surface,etage,adresse,description,agence
Appartement à vendre - neuf,288 000 €3 310 €/m²,4,,87,,"Capouchiné, Nîmes (30000)","Investissez à Nîmes, la Rome française ! Vous recherchez un placement immobilier sûr et rentable dans une ville pleine de charme et de dynamisme ??Novanéa vous ouvre les portes de Nîmes, capitale rom...",NOVANEA
Appartement à vendre - neuf,495 000 €5 625 €/m²,4,3,88,,"André Malraux, Nîmes (30000)","Votre nouveau chez-vous entre confort, lumière et tranquillité À seulement 10 minutes du centre-ville de Nîmes, découvrez une adresse rare ! Novanéa vous propose des logements T3 et T4, dont certains...",NOVANEA
Appartement à vendre - neuf,495 000 €5 625 €/m²,4,3,88,,"André Malraux, Nîmes (30000)","Votre nouveau chez-vous entre confort, lumière et tranquillité À seulement 10 minutes du centre-ville de Nîmes, découvrez une adresse rare ! Novanéa vous propose des logements T3 et T4, dont certains...",NOVANEA
Appartement à vendre,398 000 €2 843 €/m²,4,3,140,2/3,Nimes (30000),"NIMES Centre ville , dans le quartier convoité Carnot/ Esplanade , coup de Coeur assuré devant ce superbe P4 de 116 m2 parfaitement rénové et climatisé pour un confort optimal. Cet appartement avec p...",CORINNE PONCE IMMOBILIER
Appartement à vendre,398 000 €2 843 €/m²,4,3,140,2/3,Nimes (30000),"NIMES Centre ville , dans le quartier convoité Carnot/ Esplanade , coup de Coeur assuré devant ce superbe P4 de 116 m2 parfaitement rénové et climatisé pour un confort optimal. Cet appartement avec p...",CORINNE PONCE IMMOBILIER
Appartement à vendre - neuf,144 990 €3 162 €/m²,2,1,"45,9",,"Courbessac, Nîmes (30000)","Éloge du Parc – Une nouvelle vie vous attend à Nîmes ! Et si votre futur logement devenait bien plus qu’un simple appartement ? À Nîmes, dans un quartier calme, Éloge du Parc vous invite à vivre une ...",CONFIANCE GROUPE IMMOBILIER
Appartement à vendre - neuf,144 990 €3 162 €/m²,2,1,"45,9",,"Courbessac, Nîmes (30000)","Éloge du Parc – Une nouvelle vie vous attend à Nîmes ! Et si votre futur logement devenait bien plus qu’un simple appartement ? À Nîmes, dans un quartier calme, Éloge du Parc vous invite à vivre une ...",CONFIANCE GROUPE IMMOBILIER
Appartement à vendre - neuf,213 895 €5 217 €/m²,2,1,41,,"Beausoleil, Nîmes (30000)","Prêt à découvrir votre futur chez-vous à Nîmes, au cœur d'un cadre moderne et accueillant ? Découvrez la résidence Gardon, un lieu intimiste proposant des appartements allant du T2 au T4, dans un cad...",NOVANEA
Appartement à vendre - neuf,213 895 €5 217 €/m²,2,1,41,,"Beausoleil, Nîmes (30000)","Prêt à découvrir votre futur chez-vous à Nîmes, au cœur d'un cadre moderne et accueillant ? Découvrez la résidence Gardon, un lieu intimiste proposant des appartements allant du T2 au T4, dans un cad...",NOVANEA
Appartement à vendre,96 500 €1 340 €/m²,4,3,72,,"Beaucaire, Nîmes (30000)","1894 - L'immobilier vous propose de découvrez ce charmant appartement T4 de 72,70 m², situé au 4 € étage avec ascenseur, dans une copropriété soignée. Un bien lumineux et fonctionnel, parfait pour ac...",1894-L'immobilier
Appartement à vendre,96 500 €1 340 €/m²,4,3,72,,"Beaucaire, Nîmes (30000)","1894 - L'immobilier vous propose de découvrez ce charmant appartement T4 de 72,70 m², situé au 4 € étage avec ascenseur, dans une copropriété soignée. Un bien lumineux et fonctionnel, parfait pour ac...",1894-L'immobilier
Appartement à vendre,110 000 €3 056 €/m²,1,,36,3/3,"Esplanade, Nîmes (30000)","30000 NIMES – LMNP UNIQUEMENT – APPARTEMENT TOUT ÉQUIPÉ ET MEUBLÉ – RÉSIDENCE DE TOURISME DE LUXE – SAUNA – SALLE DE SPORT – INVESTISSEMENT LOCATIF efficity, l'agence qui estime votre bien en ligne, ...",efficity   Isabelle Chaize
Appartement à vendre,110 000 €3 056 €/m²,1,,36,3/3,"Esplanade, Nîmes (30000)","30000 NIMES – LMNP UNIQUEMENT – APPARTEMENT TOUT ÉQUIPÉ ET MEUBLÉ – RÉSIDENCE DE TOURISME DE LUXE – SAUNA – SALLE DE SPORT – INVESTISSEMENT LOCATIF efficity, l'agence qui estime votre bien en ligne, ...",efficity   Isabelle Chaize
Appartement à vendre,345 000 €4 157 €/m²,3,2,83,2/3,Nimes (30000),"Nimes, quartier résidentiel, magnifique P3 de 83m² avec terrasse de 30m² et grand garage de 29 m² dans une trés belle résidence sécurisée avec piscine et espaces verts. Corinne Ponce vous invite à dé...",CORINNE PONCE IMMOBILIER
Appartement à vendre,345 000 €4 157 €/m²,3,2,83,2/3,Nimes (30000),"Nimes, quartier résidentiel, magnifique P3 de 83m² avec terrasse de 30m² et grand garage de 29 m² dans une trés belle résidence sécurisée avec piscine et espaces verts. Corinne Ponce vous invite à dé...",CORINNE PONCE IMMOBILIER
Maison à vendre,390 000 €2 143 €/m²,7,6,330  de terrain,,Nimes (30000),"Centre ville de Nîmes, à proximité des arènes, l'agence Corinne Ponce immobilier vous propose de décrouvrir cette jolie maison de ville d'une surface habitable d'environ 160 m² avec de beaux volumes ...",CORINNE PONCE IMMOBILIER
Maison à vendre,390 000 €2 143 €/m²,7,6,330  de terrain,,Nimes (30000),"Centre ville de Nîmes, à proximité des arènes, l'agence Corinne Ponce immobilier vous propose de décrouvrir cette jolie maison de ville d'une surface habitable d'environ 160 m² avec de beaux volumes ...",CORINNE PONCE IMMOBILIER
Appartement à vendre - neuf,169 990 €2 719 €/m²,3,2,"62,5",,"Courbessac, Nîmes (30000)","Éloge du Parc – Une nouvelle vie vous attend à Nîmes ! Et si votre futur logement devenait bien plus qu’un simple appartement ? À Nîmes, dans un quartier calme, Éloge du Parc vous invite à vivre une ...",CONFIANCE GROUPE IMMOBILIER
Appartement à vendre - neuf,169 990 €2 719 €/m²,3,2,"62,5",,"Courbessac, Nîmes (30000)","Éloge du Parc – Une nouvelle vie vous attend à Nîmes ! Et si votre futur logement devenait bien plus qu’un simple appartement ? À Nîmes, dans un quartier calme, Éloge du Parc vous invite à vivre une ...",CONFIANCE GROUPE IMMOBILIER
Appartement à vendre - neuf,249 500 €4 620 €/m²,3,2,54,,"Beausoleil, Nîmes (30000)","Prêt à découvrir votre futur chez-vous à Nîmes, au cœur d'un cadre moderne et accueillant ? Découvrez la résidence Gardon, un lieu intimiste proposant des appartements allant du T2 au T4, dans un cad...",NOVANEA
Appartement à vendre - neuf,249 500 €4 620 €/m²,3,2,54,,"Beausoleil, Nîmes (30000)","Prêt à découvrir votre futur chez-vous à Nîmes, au cœur d'un cadre moderne et accueillant ? Découvrez la résidence Gardon, un lieu intimiste proposant des appartements allant du T2 au T4, dans un cad...",NOVANEA
Maison à vendre,550 000 €4 583 €/m²,5,3,1 050  de terrain,,Nimes (30000),"Coup de foudre assuré pour cette superbe maison de charme ! En position dominante avec une superbe vue sur la Tour Magne l'agence Corinne Ponce immobilier vous propose ce véritable havre de paix, une...",CORINNE PONCE IMMOBILIER
Maison à vendre,550 000 €4 583 €/m²,5,3,1 050  de terrain,,Nimes (30000),"Coup de foudre assuré pour cette superbe maison de charme ! En position dominante avec une superbe vue sur la Tour Magne l'agence Corinne Ponce immobilier vous propose ce véritable havre de paix, une...",CORINNE PONCE IMMOBILIER
Appartement à vendre - neuf,129 900 €4 639 €/m²,1,,28,,"Beausoleil, Nîmes (30000)","Au pied du futur Parc urbain Jacques Chirac (Anciennes pépinières Pichon), la Résidence l'Orée du Parc s'impose comme une parenthèse de sérénité au cœur de la ville. Situé dans un quartier privilégié...",HABITEC
Appartement à vendre - neuf,129 900 €4 639 €/m²,1,,28,,"Beausoleil, Nîmes (30000)","Au pied du futur Parc urbain Jacques Chirac (Anciennes pépinières Pichon), la Résidence l'Orée du Parc s'impose comme une parenthèse de sérénité au cœur de la ville. Situé dans un quartier privilégié...",HABITEC
Appartement à vendre - neuf,235 000 €5 109 €/m²,2,1,46,,"Camplanier, Nîmes (30900)","Résidence principale ou investissement ?? Nîmes sera l'endroit parfait pour vous ! Des appartements T2 ou T3 conviviaux vous charmeront avec leurs spacieuses pièces de vie, leurs séjours lumineux, le...",NOVANEA
Appartement à vendre - neuf,199 900 €4 428 €/m²,2,1,"45,1",,"Beausoleil, Nîmes (30000)","Au pied du futur Parc urbain Jacques Chirac (Anciennes pépinières Pichon), la Résidence l'Orée du Parc s'impose comme une parenthèse de sérénité au cœur de la ville. Situé dans un quartier privilégié...",HABITEC
Appartement à vendre - neuf,199 900 €4 428 €/m²,2,1,"45,1",,"Beausoleil, Nîmes (30000)","Au pied du futur Parc urbain Jacques Chirac (Anciennes pépinières Pichon), la Résidence l'Orée du Parc s'impose comme une parenthèse de sérénité au cœur de la ville. Situé dans un quartier privilégié...",HABITEC
Terrain avec maison neuve à vendre,250 000 €2 778 €/m²,5,4,300  de terrain,,Nîmes (30000),"Construisez votre maison neuve sur mesure – moderne, lumineuse et performante proche Nîmes ! Ne cherchez plus : votre futur cocon familial est ici. MAISON MACE vous propose un projet 100 % personnali...",MACE
Terrain avec maison neuve à vendre,250 000 €2 778 €/m²,5,4,300  de terrain,,Nîmes (30000),"Construisez votre maison neuve sur mesure – moderne, lumineuse et performante proche Nîmes ! Ne cherchez plus : votre futur cocon familial est ici. MAISON MACE vous propose un projet 100 % personnali...",MACE
Appartement à vendre,982 000 €5 010 €/m²,4,2,196,7/7,Nimes (30900),"NIMES CENTRE . EXCEPTIONNEL ! Appartement concept ""villa sur le toit"" en dernier étage d'une trés agréable résidence de standing sécurisée avec gardien.. Dés l'entrée, on comprend de suite que ce bie...",CORINNE PONCE IMMOBILIER
Appartement à vendre,982 000 €5 010 €/m²,4,2,196,7/7,Nimes (30900),"NIMES CENTRE . EXCEPTIONNEL ! Appartement concept ""villa sur le toit"" en dernier étage d'une trés agréable résidence de standing sécurisée avec gardien.. Dés l'entrée, on comprend de suite que ce bie...",CORINNE PONCE IMMOBILIER
Appartement à vendre - neuf,379 750 €9 494 €/m²,2,1,40,,Saint-Denis (97400),"À quelques pas du cœur battant de Saint-Denis, sur l'Île de la Réunion, se dévoile un programme immobilier neuf d'exception, parfaitement intégré le long d'un boulevard vivant, bordé de commerces. Ce...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,379 750 €9 494 €/m²,2,1,40,,Saint-Denis (97400),"À quelques pas du cœur battant de Saint-Denis, sur l'Île de la Réunion, se dévoile un programme immobilier neuf d'exception, parfaitement intégré le long d'un boulevard vivant, bordé de commerces. Ce...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,249 000 €9 960 €/m²,1,,25,,Saint-Denis (97400),"À quelques pas du cœur battant de Saint-Denis, sur l'Île de la Réunion, se dévoile un programme immobilier neuf d'exception, parfaitement intégré le long d'un boulevard vivant, bordé de commerces. Ce...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,249 000 €9 960 €/m²,1,,25,,Saint-Denis (97400),"À quelques pas du cœur battant de Saint-Denis, sur l'Île de la Réunion, se dévoile un programme immobilier neuf d'exception, parfaitement intégré le long d'un boulevard vivant, bordé de commerces. Ce...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,478 500 €7 975 €/m²,3,2,60,,Saint-Denis (97400),"À quelques pas du cœur battant de Saint-Denis, sur l'Île de la Réunion, se dévoile un programme immobilier neuf d'exception, parfaitement intégré le long d'un boulevard vivant, bordé de commerces. Ce...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,478 500 €7 975 €/m²,3,2,60,,Saint-Denis (97400),"À quelques pas du cœur battant de Saint-Denis, sur l'Île de la Réunion, se dévoile un programme immobilier neuf d'exception, parfaitement intégré le long d'un boulevard vivant, bordé de commerces. Ce...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,263 100 €4 385 €/m²,3,2,60,,Saint-Denis (97400),"Située rue Lacroix, à proximité du boulevard Sud, la résidence neuve de Saint-Denis est proche de l'université et de l'hôtel de région. La proximité des commerces et services, et assure aux futurs oc...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,263 100 €4 385 €/m²,3,2,60,,Saint-Denis (97400),"Située rue Lacroix, à proximité du boulevard Sud, la résidence neuve de Saint-Denis est proche de l'université et de l'hôtel de région. La proximité des commerces et services, et assure aux futurs oc...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,220 000 €5 500 €/m²,2,1,40,,Saint-Denis (97400),"Frais de notaire offerts jusqu'au 31 août 2025* Au sein du dynamique centre de Saint-Denis à la Réunion, un nouveau projet immobilier voit le jour, alliant modernité et élégance architecturale, en ha...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,220 000 €5 500 €/m²,2,1,40,,Saint-Denis (97400),"Frais de notaire offerts jusqu'au 31 août 2025* Au sein du dynamique centre de Saint-Denis à la Réunion, un nouveau projet immobilier voit le jour, alliant modernité et élégance architecturale, en ha...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,191 000 €7 640 €/m²,1,,25,,Saint-Denis (97400),"Frais de notaire offerts jusqu'au 31 août 2025* Au sein du dynamique centre de Saint-Denis à la Réunion, un nouveau projet immobilier voit le jour, alliant modernité et élégance architecturale, en ha...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,191 000 €7 640 €/m²,1,,25,,Saint-Denis (97400),"Frais de notaire offerts jusqu'au 31 août 2025* Au sein du dynamique centre de Saint-Denis à la Réunion, un nouveau projet immobilier voit le jour, alliant modernité et élégance architecturale, en ha...",MEDICIS IMMOBILIER NEUF
