type_bien,prix,pieces,chambres,surface,etage,adresse,description,agence
Appartement à vendre,499 900 €7 041 €/m²,3,2,71,,"Grand Parc-Chartrons-Paul Doumer, Bordeaux (33000)","Pour toute question ou demande d'information, pensez à noter et nous communiquer le numéro de référence lors de votre appel : 18046 À deux pas du Jardin Public, dans l'un des quartiers les plus reche...",HOMKI
Appartement à vendre,499 900 €7 041 €/m²,3,2,71,,"Grand Parc-Chartrons-Paul Doumer, Bordeaux (33000)","Pour toute question ou demande d'information, pensez à noter et nous communiquer le numéro de référence lors de votre appel : 18046 À deux pas du Jardin Public, dans l'un des quartiers les plus reche...",HOMKI
Appartement à vendre - neuf,258 123 €3 853 €/m²,3,,67,,Bordeaux (33800),"L'ÉCRIN DE L'ARS s'intègre dans le paysage dynamique du nouveau quartier de l'Ars à Bordeaux. Installée rue de La Louisiane, la résidence surplombe un espace consacré au sport et au bien-être. Son ar...",RECHERCHE APPARTEMENT OU MAISON
Appartement à vendre - neuf,258 123 €3 853 €/m²,3,,67,,Bordeaux (33800),"L'ÉCRIN DE L'ARS s'intègre dans le paysage dynamique du nouveau quartier de l'Ars à Bordeaux. Installée rue de La Louisiane, la résidence surplombe un espace consacré au sport et au bien-être. Son ar...",RECHERCHE APPARTEMENT OU MAISON
Appartement à vendre - neuf,217 418 €4 263 €/m²,2,,51,,Bordeaux (33800),"L'ÉCRIN DE L'ARS s'intègre dans le paysage dynamique du nouveau quartier de l'Ars à Bordeaux. Installée rue de La Louisiane, la résidence surplombe un espace consacré au sport et au bien-être. Son ar...",RECHERCHE APPARTEMENT OU MAISON
Appartement à vendre - neuf,217 418 €4 263 €/m²,2,,51,,Bordeaux (33800),"L'ÉCRIN DE L'ARS s'intègre dans le paysage dynamique du nouveau quartier de l'Ars à Bordeaux. Installée rue de La Louisiane, la résidence surplombe un espace consacré au sport et au bien-être. Son ar...",RECHERCHE APPARTEMENT OU MAISON
Appartement à vendre - neuf,323 533 €3 898 €/m²,4,,83,,Bordeaux (33800),"L'ÉCRIN DE L'ARS s'intègre dans le paysage dynamique du nouveau quartier de l'Ars à Bordeaux. Installée rue de La Louisiane, la résidence surplombe un espace consacré au sport et au bien-être. Son ar...",RECHERCHE APPARTEMENT OU MAISON
Appartement à vendre - neuf,323 533 €3 898 €/m²,4,,83,,Bordeaux (33800),"L'ÉCRIN DE L'ARS s'intègre dans le paysage dynamique du nouveau quartier de l'Ars à Bordeaux. Installée rue de La Louisiane, la résidence surplombe un espace consacré au sport et au bien-être. Son ar...",RECHERCHE APPARTEMENT OU MAISON
Appartement à vendre,495 000 €5 894 €/m²,4,1,84,3/3,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)","Bienvenue chez Abriculteurs, l'agence familiale qui s'engage à un service immobilier d'exception. Faites confiance à notre expertise pour transformer vos projets immobiliers en réussites remarquables...",Abriculteurs
Appartement à vendre,495 000 €5 894 €/m²,4,1,84,3/3,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)","Bienvenue chez Abriculteurs, l'agence familiale qui s'engage à un service immobilier d'exception. Faites confiance à notre expertise pour transformer vos projets immobiliers en réussites remarquables...",Abriculteurs
Maison à vendre,575 000 €5 476 €/m²,4,3,166  de terrain,,"Saint Bruno-Saint Augustin, Bordeaux (33000)","Pour toute question ou demande d'information, pensez à noter et nous communiquer le numéro de référence lors de votre appel : 17758 Située à deux pas de l'Hôtel de Police et à seulement 8 minutes à p...",HOMKI
Maison à vendre,575 000 €5 476 €/m²,4,3,166  de terrain,,"Saint Bruno-Saint Augustin, Bordeaux (33000)","Pour toute question ou demande d'information, pensez à noter et nous communiquer le numéro de référence lors de votre appel : 17758 Située à deux pas de l'Hôtel de Police et à seulement 8 minutes à p...",HOMKI
Appartement à vendre - neuf,120 589 €6 859 €/m²,1,,"17,6",,"Saint Jean-Belcier-Carle Vernet-Albert 1er, Bordeaux (33200)","Investissez dans une résidence étudiante en LMNP(1) et développez votre patrimoine efficacement. Bénéficiez d'un rendement peu ou pas défiscalisé de 4,25% (1) grâce à un bail commercial contractualis...",BNP PARIBAS REAL ESTATE
Appartement à vendre,200 000 €5 882 €/m²,2,1,34,,"Grand Parc-Chartrons-Paul Doumer, Bordeaux (33000)","Pour toute question ou demande d'information, pensez à noter et nous communiquer le numéro de référence lors de votre appel : 17171 Situé dans l'un des quartiers les plus prisés de Bordeaux, à deux p...",HOMKI
Appartement à vendre,200 000 €5 882 €/m²,2,1,34,,"Grand Parc-Chartrons-Paul Doumer, Bordeaux (33000)","Pour toute question ou demande d'information, pensez à noter et nous communiquer le numéro de référence lors de votre appel : 17171 Situé dans l'un des quartiers les plus prisés de Bordeaux, à deux p...",HOMKI
Appartement à vendre,449 000 €4 236 €/m²,4,1,106,,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)","Bienvenue chez Abriculteurs, l'agence familiale qui s'engage à un service immobilier d'exception. Faites confiance à notre expertise pour transformer vos projets immobiliers en réussites remarquables...",Abriculteurs
Appartement à vendre,449 000 €4 236 €/m²,4,1,106,,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)","Bienvenue chez Abriculteurs, l'agence familiale qui s'engage à un service immobilier d'exception. Faites confiance à notre expertise pour transformer vos projets immobiliers en réussites remarquables...",Abriculteurs
Appartement à vendre,380 000 €5 000 €/m²,4,2,76,4/5,"Saint Bruno-Saint Augustin, Bordeaux (33000)","Ce charmant appartement traversant de type 4 pièces, situé au 4ème étage SANS ascenseur du Quai Richelieu à Bordeaux, vous séduira par sa luminosité exceptionnelle. Avec une surface Carrez de 75,26 m...",
Appartement à vendre,380 000 €5 000 €/m²,4,2,76,4/5,"Saint Bruno-Saint Augustin, Bordeaux (33000)","Ce charmant appartement traversant de type 4 pièces, situé au 4ème étage SANS ascenseur du Quai Richelieu à Bordeaux, vous séduira par sa luminosité exceptionnelle. Avec une surface Carrez de 75,26 m...",
Appartement à vendre,217 900 €4 540 €/m²,2,1,48,2/3,"Caudéran-Barrière Judaïque, Bordeaux (33200)","Hosman vous propose ce spacieux 2 pièces de 48 m² Carrez, situé Boulevard du Président Wilson à Bordeaux, au 2ème étage avec ascenseur. L'appartement bénéficie d'un joli agencement et d'une excellent...",
Appartement à vendre,217 900 €4 540 €/m²,2,1,48,2/3,"Caudéran-Barrière Judaïque, Bordeaux (33200)","Hosman vous propose ce spacieux 2 pièces de 48 m² Carrez, situé Boulevard du Président Wilson à Bordeaux, au 2ème étage avec ascenseur. L'appartement bénéficie d'un joli agencement et d'une excellent...",
Appartement à vendre,269 900 €5 398 €/m²,2,1,50,2/3,"Capucins-Saint Michel-Nansouty-Saint Genès, Bordeaux (33000)","Découvrez cet appartement lumineux de type 2 pièces situé au 2ème étage d'un immeuble sur la Place Meynard à Bordeaux. Avec une surface Carrez de 39 m² et une orientation est, cet espace bien agencé ...",
Appartement à vendre,269 900 €5 398 €/m²,2,1,50,2/3,"Capucins-Saint Michel-Nansouty-Saint Genès, Bordeaux (33000)","Découvrez cet appartement lumineux de type 2 pièces situé au 2ème étage d'un immeuble sur la Place Meynard à Bordeaux. Avec une surface Carrez de 39 m² et une orientation est, cet espace bien agencé ...",
Appartement à vendre - neuf,262 800 €6 257 €/m²,2,1,42,,"Le Lac-Bacalan, Bordeaux (33300)","PRIX HORS TAXES MillésiM s’installe au cœur de l’un des quartiers les plus emblématiques de Bordeaux : les Chartrons. Entre le Jardin Public et les quais, ce quartier historique séduit par ses immeub...",
Appartement à vendre - neuf,262 800 €6 257 €/m²,2,1,42,,"Le Lac-Bacalan, Bordeaux (33300)","PRIX HORS TAXES MillésiM s’installe au cœur de l’un des quartiers les plus emblématiques de Bordeaux : les Chartrons. Entre le Jardin Public et les quais, ce quartier historique séduit par ses immeub...",
Appartement à vendre,483 000 €5 427 €/m²,5,2,89,2/2,Bordeaux (33000),"Notre agence LA CLÉ DU PATRIMOINE vous présente ce magnifique appartement récent situé à Bordeaux Caudéran, à l'arrière d'une petite copropriété sécurisée de 14 logements achevée en 2021. L'emplaceme...",LA CLE DU PATRIMOINE
Appartement à vendre,483 000 €5 427 €/m²,5,2,89,2/2,Bordeaux (33000),"Notre agence LA CLÉ DU PATRIMOINE vous présente ce magnifique appartement récent situé à Bordeaux Caudéran, à l'arrière d'une petite copropriété sécurisée de 14 logements achevée en 2021. L'emplaceme...",LA CLE DU PATRIMOINE
Maison à vendre,429 500 €5 506 €/m²,4,3,47  de terrain,,Bordeaux (33000),"Hosman vous propose cette charmante échoppe entièrement rénovée avec gout de 76,56 m² habitables, offrant un cadre de vie idéal. Située proche de l'Hôpital Saint André à Bordeaux et de toutes les com...",
Maison à vendre,429 500 €5 506 €/m²,4,3,47  de terrain,,Bordeaux (33000),"Hosman vous propose cette charmante échoppe entièrement rénovée avec gout de 76,56 m² habitables, offrant un cadre de vie idéal. Située proche de l'Hôpital Saint André à Bordeaux et de toutes les com...",
Appartement à vendre - neuf,265 000 €5 300 €/m²,2,,50,,"La Bastide, Bordeaux (33100)",ACTU CHANTIER NOVEMRBE 2025 : Finition de la charpente et pose de la menuiserie. . LIVRAISON : été 2026. Prenez rendez-vous dès maintenant pour visiter le chantier en cours et découvrir votre futur a...,LEGENDRE IMMOBILIER
Appartement à vendre - neuf,265 000 €5 300 €/m²,2,,50,,"La Bastide, Bordeaux (33100)",ACTU CHANTIER NOVEMRBE 2025 : Finition de la charpente et pose de la menuiserie. . LIVRAISON : été 2026. Prenez rendez-vous dès maintenant pour visiter le chantier en cours et découvrir votre futur a...,LEGENDRE IMMOBILIER
Appartement à vendre - neuf,202 000 €7 769 €/m²,1,,26,,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",JUSQU'À 20 000 euros DE REMISE*TRAVAUX EN COURS !OPPORTUNITÉ RARE À BORDEAUX (33) APPARTEMENT TÉMOIN À VISITER Appartements neufs haut de gamme du T1 au T4 à l'angle de la rue de Turenne et du boulev...,GROUPE PICHET
Appartement à vendre - neuf,202 000 €7 769 €/m²,1,,26,,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",JUSQU'À 20 000 euros DE REMISE*TRAVAUX EN COURS !OPPORTUNITÉ RARE À BORDEAUX (33) APPARTEMENT TÉMOIN À VISITER Appartements neufs haut de gamme du T1 au T4 à l'angle de la rue de Turenne et du boulev...,GROUPE PICHET
Appartement à vendre - neuf,268 000 €7 053 €/m²,2,,38,,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",JUSQU'À 20 000 euros DE REMISE*TRAVAUX EN COURS !OPPORTUNITÉ RARE À BORDEAUX (33) APPARTEMENT TÉMOIN À VISITER Appartements neufs haut de gamme du T1 au T4 à l'angle de la rue de Turenne et du boulev...,GROUPE PICHET
Appartement à vendre - neuf,268 000 €7 053 €/m²,2,,38,,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",JUSQU'À 20 000 euros DE REMISE*TRAVAUX EN COURS !OPPORTUNITÉ RARE À BORDEAUX (33) APPARTEMENT TÉMOIN À VISITER Appartements neufs haut de gamme du T1 au T4 à l'angle de la rue de Turenne et du boulev...,GROUPE PICHET
Appartement à vendre - neuf,155 000 €6 200 €/m²,1,,25,,"Le Lac-Bacalan, Bordeaux (33300)","PRIX HORS TAXES MillésiM s’installe au cœur de l’un des quartiers les plus emblématiques de Bordeaux : les Chartrons. Entre le Jardin Public et les quais, ce quartier historique séduit par ses immeub...",
Appartement à vendre - neuf,155 000 €6 200 €/m²,1,,25,,"Le Lac-Bacalan, Bordeaux (33300)","PRIX HORS TAXES MillésiM s’installe au cœur de l’un des quartiers les plus emblématiques de Bordeaux : les Chartrons. Entre le Jardin Public et les quais, ce quartier historique séduit par ses immeub...",
Maison à vendre,720 000 €5 333 €/m²,5,4,135,,Bordeaux (33200),"LA CLE DU PATRIMOINE vous présente cette charmante maison de 135m2 environ idéalement située à deux pas du Parc Bordelais, offrant un cadre de vie privilégié pour toute la famille. Entièrement repein...",LA CLE DU PATRIMOINE
Maison à vendre,720 000 €5 333 €/m²,5,4,135,,Bordeaux (33200),"LA CLE DU PATRIMOINE vous présente cette charmante maison de 135m2 environ idéalement située à deux pas du Parc Bordelais, offrant un cadre de vie privilégié pour toute la famille. Entièrement repein...",LA CLE DU PATRIMOINE
Appartement à vendre - neuf,145 636 €7 693 €/m²,1,,"18,9",,"Brivazac, Pessac (33600)","À Pessac, ce programme immobilier neuf s'intègre au cœur d'un parc paysager, dans un cadre paisible et verdoyant, à deux pas des universités, des grandes écoles et à seulement 500 mètres de la ligne ...",MEDICIS IMMOBILIER NEUF
Appartement à vendre,650 000 €4 924 €/m²,6,5,132,,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)","Pour toute question ou demande d'information, pensez à noter et nous communiquer le numéro de référence lors de votre appel : 17787 Idéalement situé rue Thiac, à mi-chemin entre la place Tourny, la p...",HOMKI
Appartement à vendre,650 000 €4 924 €/m²,6,5,132,,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)","Pour toute question ou demande d'information, pensez à noter et nous communiquer le numéro de référence lors de votre appel : 17787 Idéalement situé rue Thiac, à mi-chemin entre la place Tourny, la p...",HOMKI
Maison à vendre,990 000 €5 723 €/m²,9,5,140  de terrain,,"Capucins-Saint Michel-Nansouty-Saint Genès, Bordeaux (33000)","Maison en pierre de type Art Déco, idéalement située dans une petite rue calme d'un quartier vivant, agréable et dynamique proche des commerces, des écoles, du Tram B, et du centre historique de Bord...",ABSOLUTE HABITAT LE BOUSCAT
Maison à vendre,990 000 €5 723 €/m²,9,5,140  de terrain,,"Capucins-Saint Michel-Nansouty-Saint Genès, Bordeaux (33000)","Maison en pierre de type Art Déco, idéalement située dans une petite rue calme d'un quartier vivant, agréable et dynamique proche des commerces, des écoles, du Tram B, et du centre historique de Bord...",ABSOLUTE HABITAT LE BOUSCAT
Appartement à vendre,140 000 €5 600 €/m²,1,,25,1/2,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",33000 BORDEAUX- T1 BIS AVEC COIN NUIT – 25 m² – Parking sécurisé – Cave – Idéal investissement ou premier achat – Petite copropriété – Fabienne Lecouflet vous présente ce charmant appartement de 2 pi...,efficity   Fabienne Lecouflet
Appartement à vendre,140 000 €5 600 €/m²,1,,25,1/2,"Hôtel de Ville-Quinconce-Saint Seurin-Fondaudège, Bordeaux (33000)",33000 BORDEAUX- T1 BIS AVEC COIN NUIT – 25 m² – Parking sécurisé – Cave – Idéal investissement ou premier achat – Petite copropriété – Fabienne Lecouflet vous présente ce charmant appartement de 2 pi...,efficity   Fabienne Lecouflet
Appartement à vendre,1 200 000 €4 265 €/m²,7,4,"281,4",,"Centre, Lille (59000)","Situé en plein cœur du quartier Saint-Michel, à l’abri des regards au fond d’un ancien atelier réhabilité, ce loft d’exception développe 281,35m² loi Carrez et 311,22m² au sol. Ses volumes généreux e...",JUNOT LILLE
Appartement à vendre,1 200 000 €4 265 €/m²,7,4,"281,4",,"Centre, Lille (59000)","Situé en plein cœur du quartier Saint-Michel, à l’abri des regards au fond d’un ancien atelier réhabilité, ce loft d’exception développe 281,35m² loi Carrez et 311,22m² au sol. Ses volumes généreux e...",JUNOT LILLE
Duplex à vendre,239 200 €2 257 €/m²,4,3,106,,"Lille Sud, Lille (59000)","BRS - OPPORTUNITE ! Grâce au dispositif du bail réel solidaire, devenez propriétaire de votre résidence principale de 106 m2 à Lille pour moins de 240 000 Euros ! Découvrez ce T4 duplex traversant bé...",MY BRS
Duplex à vendre,239 200 €2 257 €/m²,4,3,106,,"Lille Sud, Lille (59000)","BRS - OPPORTUNITE ! Grâce au dispositif du bail réel solidaire, devenez propriétaire de votre résidence principale de 106 m2 à Lille pour moins de 240 000 Euros ! Découvrez ce T4 duplex traversant bé...",MY BRS
Appartement à vendre,99 000 €1 941 €/m²,2,1,51,2/4,"Lille Sud, Lille (59000)",Idéal investisseur - vendu loué - 650€ charges comprise - bail renouvelé récemment. LILLE - PROXIMITE METRO CHU EURASANTÉ - APPARTEMENT 2 PIECES - 1 CHAMBRE - 51 M² - BALCON - CAVE - 1 STATIONNEMENT ...,Zefir
Appartement à vendre,99 000 €1 941 €/m²,2,1,51,2/4,"Lille Sud, Lille (59000)",Idéal investisseur - vendu loué - 650€ charges comprise - bail renouvelé récemment. LILLE - PROXIMITE METRO CHU EURASANTÉ - APPARTEMENT 2 PIECES - 1 CHAMBRE - 51 M² - BALCON - CAVE - 1 STATIONNEMENT ...,Zefir
Appartement à vendre - neuf,219 000 €5 475 €/m²,2,1,40,,"Lille Sud, Lille (59000)","À quelques minutes de l'hypercentre de Lille, ce programme immobilier neuf séduit par son emplacement stratégique et ses prestations haut de gamme. Situé à proximité immédiate du métro CHU, des établ...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,219 000 €5 475 €/m²,2,1,40,,"Lille Sud, Lille (59000)","À quelques minutes de l'hypercentre de Lille, ce programme immobilier neuf séduit par son emplacement stratégique et ses prestations haut de gamme. Situé à proximité immédiate du métro CHU, des établ...",MEDICIS IMMOBILIER NEUF
Appartement à vendre,348 000 €3 412 €/m²,4,3,102,1/4,"Wazemmes, Lille (59000)","Venez découvrir cet appartement familial proposé par IMMO de France ! Idéalement situé dans le quartier recherché de Vauban, cet appartement bénéficie d'un environnement paisible et verdoyant, tout e...",IMMO DE FRANCE Lille
Appartement à vendre,348 000 €3 412 €/m²,4,3,102,1/4,"Wazemmes, Lille (59000)","Venez découvrir cet appartement familial proposé par IMMO de France ! Idéalement situé dans le quartier recherché de Vauban, cet appartement bénéficie d'un environnement paisible et verdoyant, tout e...",IMMO DE FRANCE Lille
Appartement à vendre - neuf,180 000 €7 200 €/m²,1,,25,,"Lille Sud, Lille (59000)","À quelques minutes de l'hypercentre de Lille, ce programme immobilier neuf séduit par son emplacement stratégique et ses prestations haut de gamme. Situé à proximité immédiate du métro CHU, des établ...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,180 000 €7 200 €/m²,1,,25,,"Lille Sud, Lille (59000)","À quelques minutes de l'hypercentre de Lille, ce programme immobilier neuf séduit par son emplacement stratégique et ses prestations haut de gamme. Situé à proximité immédiate du métro CHU, des établ...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,174 000 €5 613 €/m²,1,,31,5/5,Lille (59000),"Appartement Type 1. Au cœur du Vieux-Lille, la résidence ''Le Galion'' présente 15 logements situés aux derniers étages de cette majestueuse résidence qui marie l'élégance intemporelle avec des ligne...",LOGER HABITAT
Appartement à vendre - neuf,174 000 €5 613 €/m²,1,,31,5/5,Lille (59000),"Appartement Type 1. Au cœur du Vieux-Lille, la résidence ''Le Galion'' présente 15 logements situés aux derniers étages de cette majestueuse résidence qui marie l'élégance intemporelle avec des ligne...",LOGER HABITAT
Appartement à vendre - neuf,280 500 €4 675 €/m²,3,2,60,,"Lille Sud, Lille (59000)","À quelques minutes de l'hypercentre de Lille, ce programme immobilier neuf séduit par son emplacement stratégique et ses prestations haut de gamme. Situé à proximité immédiate du métro CHU, des établ...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,280 500 €4 675 €/m²,3,2,60,,"Lille Sud, Lille (59000)","À quelques minutes de l'hypercentre de Lille, ce programme immobilier neuf séduit par son emplacement stratégique et ses prestations haut de gamme. Situé à proximité immédiate du métro CHU, des établ...",MEDICIS IMMOBILIER NEUF
Duplex à vendre - neuf,568 200 €6 862 €/m²,3,2,"82,8",,"Centre, Lille (59000)","Situé au cœur de Lille, entre la Place de la République et la Place Sebastopol, cet ancien immeuble bourgeois fait l'objet d'une réhabilitation complète. Le bâtiment se compose de 16 logements neufs,...",MEDICIS IMMOBILIER NEUF
Duplex à vendre - neuf,568 200 €6 862 €/m²,3,2,"82,8",,"Centre, Lille (59000)","Situé au cœur de Lille, entre la Place de la République et la Place Sebastopol, cet ancien immeuble bourgeois fait l'objet d'une réhabilitation complète. Le bâtiment se compose de 16 logements neufs,...",MEDICIS IMMOBILIER NEUF
Appartement à vendre,243 000 €2 531 €/m²,5,4,96,2/7,"Centre, Lille (59000)","Découvrez ce spacieux appartement T5 de 96m², idéalement situé Avenue du Président John Fitzgerald Kennedy à Lille, au sein d'une résidence sécurisée Cet appartement se distingue par son beau hall d'...",IMMO DE FRANCE Lille
Appartement à vendre,262 500 €2 679 €/m²,3,2,98,3/4,Lille (59800),"LILLE PARC SAINT MAUR APPARTEMENT T3 - Découvrez ce bel appartement d'environ 98 m² habitables, idéalement situé au 3ème étage d'une résidence boisée et sécurisée. Dès votre entrée, vous serez accuei...",ESTIME
Appartement à vendre,262 500 €2 679 €/m²,3,2,98,3/4,Lille (59800),"LILLE PARC SAINT MAUR APPARTEMENT T3 - Découvrez ce bel appartement d'environ 98 m² habitables, idéalement situé au 3ème étage d'une résidence boisée et sécurisée. Dès votre entrée, vous serez accuei...",ESTIME
Appartement à vendre - neuf,290 000 €6 409 €/m²,2,,"45,3",,"Saint Maurice-Pellevoisin, Lille (59777)","NOUVEAU À LILLE - DERNIERES OPPORTUNITES 2 ET 5 PIECES. Idéalement située au croisement du charme typique de La Madeleine, de l'activité d'Euralille et du centre historique de Lille, au sein d'un nou...",BNP PARIBAS REAL ESTATE
Appartement à vendre - neuf,290 000 €6 409 €/m²,2,,"45,3",,"Saint Maurice-Pellevoisin, Lille (59777)","NOUVEAU À LILLE - DERNIERES OPPORTUNITES 2 ET 5 PIECES. Idéalement située au croisement du charme typique de La Madeleine, de l'activité d'Euralille et du centre historique de Lille, au sein d'un nou...",BNP PARIBAS REAL ESTATE
Appartement à vendre - neuf,360 000 €4 800 €/m²,4,3,75,,"Lille Sud, Lille (59000)","À quelques minutes de l'hypercentre de Lille, ce programme immobilier neuf séduit par son emplacement stratégique et ses prestations haut de gamme. Situé à proximité immédiate du métro CHU, des établ...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,360 000 €4 800 €/m²,4,3,75,,"Lille Sud, Lille (59000)","À quelques minutes de l'hypercentre de Lille, ce programme immobilier neuf séduit par son emplacement stratégique et ses prestations haut de gamme. Situé à proximité immédiate du métro CHU, des établ...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,180 000 €4 643 €/m²,1,,"38,8",,"Lille Sud, Lille (59000)","Découvrez ANTHONIOZ, une résidence moderne au cœur du Faubourg de Béthune, face au centre commercial Lillenium. Composée de 33 logements lumineux, du studio au T5, elle s'adapte à tous les styles de ...",ACHETERduNEUF.COM
Appartement à vendre - neuf,180 000 €4 643 €/m²,1,,"38,8",,"Lille Sud, Lille (59000)","Découvrez ANTHONIOZ, une résidence moderne au cœur du Faubourg de Béthune, face au centre commercial Lillenium. Composée de 33 logements lumineux, du studio au T5, elle s'adapte à tous les styles de ...",ACHETERduNEUF.COM
Appartement à vendre - neuf,219 000 €4 691 €/m²,2,,"46,7",,"Lille Sud, Lille (59000)","Découvrez ANTHONIOZ, une résidence moderne au cœur du Faubourg de Béthune, face au centre commercial Lillenium. Composée de 33 logements lumineux, du studio au T5, elle s'adapte à tous les styles de ...",ACHETERduNEUF.COM
Appartement à vendre - neuf,219 000 €4 691 €/m²,2,,"46,7",,"Lille Sud, Lille (59000)","Découvrez ANTHONIOZ, une résidence moderne au cœur du Faubourg de Béthune, face au centre commercial Lillenium. Composée de 33 logements lumineux, du studio au T5, elle s'adapte à tous les styles de ...",ACHETERduNEUF.COM
Appartement à vendre,199 000 €2 052 €/m²,4,3,97,,Lille (59800),"LILLE PARC SAINT MAUR APPARTEMENT T3 - VENDU LOUÉ - POUR INVESTISSEUR - Confortable appartement d'environ 97,86m² habitables, situé au neuvième étage d'une résidence boisée sécurisée - Entrée avec ve...",ESTIME
Appartement à vendre,199 000 €2 052 €/m²,4,3,97,,Lille (59800),"LILLE PARC SAINT MAUR APPARTEMENT T3 - VENDU LOUÉ - POUR INVESTISSEUR - Confortable appartement d'environ 97,86m² habitables, situé au neuvième étage d'une résidence boisée sécurisée - Entrée avec ve...",ESTIME
Duplex à vendre - neuf,689 000 €6 386 €/m²,4,3,"107,9",,"Centre, Lille (59000)","Situé au cœur de Lille, entre la Place de la République et la Place Sebastopol, cet ancien immeuble bourgeois fait l'objet d'une réhabilitation complète. Le bâtiment se compose de 16 logements neufs,...",MEDICIS IMMOBILIER NEUF
Duplex à vendre - neuf,689 000 €6 386 €/m²,4,3,"107,9",,"Centre, Lille (59000)","Situé au cœur de Lille, entre la Place de la République et la Place Sebastopol, cet ancien immeuble bourgeois fait l'objet d'une réhabilitation complète. Le bâtiment se compose de 16 logements neufs,...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,395 000 €4 389 €/m²,5,4,90,,"Lille Sud, Lille (59000)","À quelques minutes de l'hypercentre de Lille, ce programme immobilier neuf séduit par son emplacement stratégique et ses prestations haut de gamme. Situé à proximité immédiate du métro CHU, des établ...",MEDICIS IMMOBILIER NEUF
Appartement à vendre - neuf,395 000 €4 389 €/m²,5,4,90,,"Lille Sud, Lille (59000)","À quelques minutes de l'hypercentre de Lille, ce programme immobilier neuf séduit par son emplacement stratégique et ses prestations haut de gamme. Situé à proximité immédiate du métro CHU, des établ...",MEDICIS IMMOBILIER NEUF
Appartement à vendre,430 500 €5 592 €/m²,3,2,77,,Lille (59000),"Découvrez ce superbe T3 de 77 m², idéalement situé dans le Vieux-Lille, au calme tout en restant à deux pas des commerces, des restaurants et de la Citadelle. Installé au dernier et 2 € étage d'une r...",NATHALIE FOREST SOTHEBY'S INTERNATIONAL REALTY
Appartement à vendre,430 500 €5 592 €/m²,3,2,77,,Lille (59000),"Découvrez ce superbe T3 de 77 m², idéalement situé dans le Vieux-Lille, au calme tout en restant à deux pas des commerces, des restaurants et de la Citadelle. Installé au dernier et 2 € étage d'une r...",NATHALIE FOREST SOTHEBY'S INTERNATIONAL REALTY
Maison à vendre,598 000 €2 756 €/m²,6,5,217,,Lille (59000),"Découvrez cette maison familiale de 217 m², idéalement située à Lille, à deux pas de la Citadelle et des principaux axes routiers. Dès l'entrée, un vaste hall doté d'un grand vestiaire particulièreme...",Lambersart - Le Lion Immobilier
Maison à vendre,598 000 €2 756 €/m²,6,5,217,,Lille (59000),"Découvrez cette maison familiale de 217 m², idéalement située à Lille, à deux pas de la Citadelle et des principaux axes routiers. Dès l'entrée, un vaste hall doté d'un grand vestiaire particulièreme...",Lambersart - Le Lion Immobilier
Appartement à vendre - neuf,715 000 €8 412 €/m²,4,,85,4/5,Lille (59000),"Appartement Type 4. Au cœur du Vieux-Lille, la résidence ''Le Galion'' présente 15 logements situés aux derniers étages de cette majestueuse résidence qui marie l'élégance intemporelle avec des ligne...",LOGER HABITAT
Appartement à vendre - neuf,715 000 €8 412 €/m²,4,,85,4/5,Lille (59000),"Appartement Type 4. Au cœur du Vieux-Lille, la résidence ''Le Galion'' présente 15 logements situés aux derniers étages de cette majestueuse résidence qui marie l'élégance intemporelle avec des ligne...",LOGER HABITAT
Appartement à vendre - neuf,280 500 €3 740 €/m²,3,,75,,"Lille Sud, Lille (59000)","Découvrez ANTHONIOZ, une résidence moderne au cœur du Faubourg de Béthune, face au centre commercial Lillenium. Composée de 33 logements lumineux, du studio au T5, elle s'adapte à tous les styles de ...",ACHETERduNEUF.COM
Appartement à vendre - neuf,280 500 €3 740 €/m²,3,,75,,"Lille Sud, Lille (59000)","Découvrez ANTHONIOZ, une résidence moderne au cœur du Faubourg de Béthune, face au centre commercial Lillenium. Composée de 33 logements lumineux, du studio au T5, elle s'adapte à tous les styles de ...",ACHETERduNEUF.COM
